user_id,day_of_week,weather_main,destination,hour,traffic_level,usual_departure_hour
u1,Thursday,Thunderstorm,Nehru Place Office,8,High,7
u1,Friday,Rain,Nehru Place Office,6,High,6
u1,Sunday,Haze,Nehru Place Office,9,Medium,9
u1,Tuesday,Clouds,Connaught Place,11,Medium,9
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Monday,Clear,Nehru Place Office,6,Medium,8
u1,Monday,Fog,Connaught Place,8,Medium,8
u1,Friday,Thunderstorm,India Gate,18,Medium,18
u1,Monday,Clear,Connaught Place,10,Medium,9
u1,Thursday,Clouds,Nehru Place Office,6,Medium,8
u1,Monday,Fog,Connaught Place,11,Medium,8
u1,Saturday,Clear,India Gate,18,Low,18
u1,Saturday,Clouds,Nehru Place Office,9,Low,9
u1,Sunday,Clear,Nehru Place Office,10,Low,9
u1,Sunday,Clear,India Gate,16,Low,18
u1,Thursday,Clouds,Connaught Place,10,Medium,9
u1,Saturday,Rain,Nehru Place Office,11,Medium,8
u1,Thursday,Fog,Connaught Place,7,Medium,8
u1,Thursday,Clear,Nehru Place Office,7,Medium,8
u1,Sunday,Clouds,Connaught Place,9,Low,10
u1,Monday,Clouds,Nehru Place Office,8,Medium,8
u1,Friday,Clouds,India Gate,18,Low,18
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Saturday,Clouds,Nehru Place Office,11,Low,9
u1,Sunday,Clear,Nehru Place Office,10,Low,9
u1,Monday,Clouds,Nehru Place Office,6,Medium,8
u1,Sunday,Haze,India Gate,16,Medium,18
u1,Monday,Haze,Nehru Place Office,7,Medium,8
u1,Thursday,Clouds,Connaught Place,7,Medium,9
u1,Friday,Clear,Nehru Place Office,8,Medium,8
u1,Thursday,Clouds,Nehru Place Office,7,Medium,8
u1,Saturday,Fog,Nehru Place Office,11,Medium,8
u1,Monday,Haze,India Gate,18,Medium,18
u1,Thursday,Fog,Nehru Place Office,10,Medium,7
u1,Wednesday,Fog,Nehru Place Office,8,Medium,7
u1,Saturday,Rain,Connaught Place,12,Medium,9
u1,Friday,Clear,Nehru Place Office,8,Medium,8
u1,Friday,Fog,Nehru Place Office,7,Medium,7
u1,Friday,Fog,Nehru Place Office,6,Medium,7
u1,Tuesday,Clear,Nehru Place Office,7,Medium,8
u1,Thursday,Rain,Nehru Place Office,6,High,6
u1,Friday,Clouds,Connaught Place,9,Medium,9
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Monday,Haze,Connaught Place,11,Medium,9
u1,Friday,Clouds,India Gate,16,Low,18
u1,Friday,Haze,India Gate,16,Medium,18
u1,Saturday,Clouds,India Gate,17,Low,18
u1,Friday,Clouds,Nehru Place Office,9,Medium,8
u1,Wednesday,Clear,Connaught Place,7,Medium,9
u1,Friday,Thunderstorm,Nehru Place Office,8,High,7
u1,Saturday,Clouds,Nehru Place Office,11,Low,9
u1,Saturday,Clear,India Gate,16,Low,18
u1,Monday,Clouds,Nehru Place Office,9,Medium,8
u1,Monday,Clouds,Nehru Place Office,9,Medium,8
u1,Tuesday,Clouds,India Gate,18,Low,18
u1,Tuesday,Clouds,India Gate,18,Low,18
u1,Tuesday,Thunderstorm,Nehru Place Office,8,High,7
u1,Wednesday,Fog,Nehru Place Office,8,Medium,7
u1,Wednesday,Haze,Nehru Place Office,6,Medium,8
u1,Tuesday,Clear,India Gate,17,Low,18
u1,Friday,Clear,Nehru Place Office,8,Medium,8
u1,Wednesday,Rain,Nehru Place Office,8,High,6
u1,Wednesday,Clear,Nehru Place Office,7,Medium,8
u1,Thursday,Haze,Connaught Place,10,Medium,9
u1,Monday,Clear,Nehru Place Office,8,Medium,8
u1,Wednesday,Clear,Nehru Place Office,10,Medium,8
u1,Monday,Clouds,Nehru Place Office,9,Medium,8
u1,Wednesday,Clear,Connaught Place,9,Medium,9
u1,Wednesday,Clear,Nehru Place Office,8,Medium,8
u1,Monday,Rain,Nehru Place Office,7,Medium,7
u1,Tuesday,Clouds,India Gate,17,Low,18
u1,Sunday,Clouds,Nehru Place Office,9,Low,9
u1,Monday,Haze,India Gate,20,Medium,18
u1,Tuesday,Clear,Nehru Place Office,10,Medium,8
u1,Thursday,Fog,Nehru Place Office,7,Medium,7
u1,Monday,Clouds,Nehru Place Office,10,Medium,8
u1,Tuesday,Clouds,Nehru Place Office,7,Medium,8
u1,Monday,Clear,Nehru Place Office,8,Medium,8
u1,Thursday,Clear,Nehru Place Office,7,Medium,8
u1,Monday,Clouds,Nehru Place Office,9,Medium,8
u1,Friday,Clouds,Nehru Place Office,7,Medium,8
u1,Tuesday,Haze,Connaught Place,7,Medium,9
u1,Monday,Rain,Nehru Place Office,7,High,6
u1,Thursday,Clear,Nehru Place Office,8,Medium,8
u1,Sunday,Clear,India Gate,16,Low,18
u1,Sunday,Clouds,Nehru Place Office,9,Low,9
u1,Thursday,Drizzle,Nehru Place Office,8,Medium,7
u1,Thursday,Clouds,Nehru Place Office,7,Medium,8
u1,Thursday,Clear,Nehru Place Office,10,Medium,8
u1,Thursday,Clear,Nehru Place Office,10,Medium,8
u1,Tuesday,Haze,Nehru Place Office,8,Medium,8
u1,Monday,Clouds,Nehru Place Office,8,Medium,8
u1,Wednesday,Rain,Nehru Place Office,10,Medium,7
u1,Tuesday,Clear,Nehru Place Office,6,Medium,8
u1,Monday,Clear,Nehru Place Office,6,Medium,8
u1,Friday,Clear,India Gate,19,Low,18
u1,Thursday,Clear,Nehru Place Office,6,Medium,8
u1,Monday,Clear,Nehru Place Office,8,Medium,8
u1,Friday,Drizzle,Connaught Place,11,Medium,8
u1,Wednesday,Haze,Nehru Place Office,6,Medium,8
u1,Tuesday,Clouds,Nehru Place Office,9,Medium,8
u1,Saturday,Clear,Connaught Place,10,Low,10
u1,Tuesday,Haze,Nehru Place Office,9,Medium,8
u1,Monday,Clear,Nehru Place Office,9,Medium,8
u1,Monday,Clouds,Nehru Place Office,8,Medium,8
u1,Sunday,Haze,Connaught Place,10,Medium,10
u1,Tuesday,Clouds,Nehru Place Office,7,Medium,8
u1,Friday,Rain,Connaught Place,9,Medium,8
u1,Thursday,Clouds,India Gate,16,Low,18
u1,Monday,Rain,Nehru Place Office,7,High,6
u1,Friday,Clouds,Connaught Place,11,Medium,9
u1,Thursday,Haze,Nehru Place Office,9,Medium,8
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Monday,Rain,Nehru Place Office,8,High,6
u1,Tuesday,Rain,Nehru Place Office,6,High,6
u1,Friday,Clouds,Nehru Place Office,7,Medium,8
u1,Sunday,Haze,Nehru Place Office,11,Medium,9
u1,Wednesday,Rain,Nehru Place Office,6,High,6
u1,Monday,Clear,Connaught Place,9,Medium,9
u1,Monday,Haze,India Gate,19,Medium,18
u1,Monday,Clear,Nehru Place Office,6,Medium,8
u1,Tuesday,Clear,India Gate,20,Low,18
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Sunday,Clouds,Nehru Place Office,8,Low,9
u1,Wednesday,Rain,Nehru Place Office,6,High,6
u1,Friday,Rain,India Gate,20,Medium,17
u1,Thursday,Rain,India Gate,16,Medium,17
u1,Saturday,Clear,India Gate,16,Low,18
u1,Thursday,Clear,Nehru Place Office,10,Medium,8
u1,Saturday,Clouds,Connaught Place,11,Low,10
u1,Friday,Haze,India Gate,17,Medium,18
u1,Thursday,Clouds,India Gate,18,Low,18
u1,Thursday,Clouds,Nehru Place Office,9,Medium,8
u1,Saturday,Fog,Connaught Place,9,Medium,9
u1,Monday,Rain,Connaught Place,9,High,7
u1,Friday,Rain,Nehru Place Office,8,Medium,7
u1,Wednesday,Clouds,Nehru Place Office,10,Medium,8
u1,Friday,Clouds,Nehru Place Office,8,Medium,8
u1,Monday,Clear,India Gate,20,Low,18
u1,Monday,Clear,Nehru Place Office,8,Medium,8
u1,Tuesday,Clouds,Nehru Place Office,8,Medium,8
u1,Friday,Clear,Connaught Place,9,Medium,9
u1,Saturday,Clouds,India Gate,19,Low,18
u1,Thursday,Clear,Nehru Place Office,6,Medium,8
u1,Wednesday,Clouds,Connaught Place,10,Medium,9
u1,Saturday,Thunderstorm,Connaught Place,8,Medium,10
u1,Wednesday,Haze,India Gate,16,Medium,18
u1,Thursday,Rain,India Gate,18,Medium,17
u1,Sunday,Clear,Connaught Place,9,Low,10
u1,Monday,Haze,India Gate,19,Medium,18
u1,Tuesday,Clear,Connaught Place,11,Medium,9
u1,Friday,Clouds,India Gate,20,Low,18
u1,Friday,Clouds,Nehru Place Office,8,Medium,8
u1,Saturday,Fog,Nehru Place Office,10,Medium,8
u1,Tuesday,Haze,Connaught Place,9,Medium,9
u1,Tuesday,Haze,Nehru Place Office,9,Medium,8
u1,Saturday,Drizzle,Connaught Place,11,Medium,9
u1,Monday,Fog,India Gate,16,Medium,17
u1,Friday,Rain,Connaught Place,9,Medium,8
u1,Thursday,Clear,Nehru Place Office,8,Medium,8
u1,Thursday,Clouds,Connaught Place,11,Medium,9
u1,Tuesday,Clear,Connaught Place,9,Medium,9
u1,Sunday,Clear,India Gate,20,Low,18
u1,Tuesday,Fog,Nehru Place Office,9,Medium,7
u1,Monday,Rain,Connaught Place,7,High,7
u1,Tuesday,Haze,Nehru Place Office,9,Medium,8
u1,Sunday,Clear,Nehru Place Office,10,Low,9
u1,Sunday,Clear,Connaught Place,10,Low,10
u1,Wednesday,Haze,Nehru Place Office,10,Medium,8
u1,Sunday,Clear,India Gate,17,Low,18
u1,Friday,Clear,Nehru Place Office,10,Medium,8
u1,Saturday,Clear,India Gate,19,Low,18
u1,Tuesday,Clouds,Nehru Place Office,7,Medium,8
u1,Monday,Clouds,India Gate,18,Low,18
u1,Monday,Clear,Nehru Place Office,8,Medium,8
u1,Monday,Clouds,Nehru Place Office,9,Medium,8
u1,Saturday,Clouds,Connaught Place,12,Low,10
u1,Monday,Rain,Connaught Place,8,High,7
u1,Wednesday,Fog,Nehru Place Office,8,Medium,7
u1,Tuesday,Rain,Nehru Place Office,6,High,6
u1,Sunday,Clear,India Gate,19,Low,18
u1,Wednesday,Clouds,India Gate,17,Low,18
u1,Friday,Rain,Connaught Place,8,High,7
u1,Friday,Clear,Nehru Place Office,8,Medium,8
u1,Tuesday,Drizzle,India Gate,18,Medium,17
u1,Saturday,Rain,Connaught Place,11,Medium,9
u1,Monday,Clear,Nehru Place Office,10,Medium,8
u1,Monday,Clear,Nehru Place Office,7,Medium,8
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Thursday,Clear,Connaught Place,9,Medium,9
u1,Sunday,Clear,India Gate,16,Low,18
u1,Friday,Haze,India Gate,17,Medium,18
u1,Sunday,Clear,India Gate,18,Low,18
u1,Wednesday,Clouds,Nehru Place Office,7,Medium,8
u1,Thursday,Clear,India Gate,16,Low,18
u1,Monday,Clouds,Nehru Place Office,8,Medium,8
u1,Monday,Clouds,India Gate,18,Low,18
u1,Thursday,Drizzle,Nehru Place Office,6,Medium,7
u1,Tuesday,Rain,Nehru Place Office,10,High,6
u1,Saturday,Fog,Nehru Place Office,7,Medium,8
u1,Friday,Clear,Nehru Place Office,7,Medium,8
u1,Monday,Clear,Connaught Place,8,Medium,9
u1,Monday,Clear,Connaught Place,8,Medium,9
u1,Wednesday,Clouds,Connaught Place,9,Medium,9
u1,Sunday,Clear,Nehru Place Office,10,Low,9
u1,Thursday,Drizzle,Nehru Place Office,7,High,6
u1,Thursday,Clouds,Nehru Place Office,6,Medium,8
u1,Thursday,Haze,Nehru Place Office,8,Medium,8
u1,Saturday,Clouds,India Gate,16,Low,18
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Tuesday,Clear,Nehru Place Office,8,Medium,8
u1,Saturday,Drizzle,Connaught Place,9,Medium,9
u1,Saturday,Haze,Connaught Place,11,Medium,10
u1,Wednesday,Clouds,Connaught Place,7,Medium,9
u1,Friday,Clouds,Connaught Place,11,Medium,9
u1,Tuesday,Fog,Nehru Place Office,8,Medium,7
u1,Thursday,Clear,Nehru Place Office,8,Medium,8
u1,Thursday,Haze,Connaught Place,9,Medium,9
u1,Tuesday,Thunderstorm,Connaught Place,9,High,8
u1,Thursday,Clear,India Gate,18,Low,18
u1,Saturday,Drizzle,Connaught Place,11,Medium,9
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Tuesday,Clear,Nehru Place Office,7,Medium,8
u1,Monday,Clouds,Nehru Place Office,10,Medium,8
u1,Friday,Fog,Nehru Place Office,8,Medium,7
u2,Wednesday,Clouds,Saket Select Citywalk Mall,15,Medium,17
u2,Thursday,Clouds,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Friday,Clouds,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Tuesday,Clear,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Sunday,Clouds,Saket Select Citywalk Mall,19,Medium,16
u2,Thursday,Fog,Janakpuri Residential,20,Medium,18
u2,Thursday,Fog,Dwarka Sector 21 Metro Station,8,Medium,7
u2,Friday,Fog,Saket Select Citywalk Mall,17,Medium,16
u2,Sunday,Rain,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Wednesday,Rain,Saket Select Citywalk Mall,17,Medium,16
u2,Saturday,Haze,Janakpuri Residential,17,Medium,19
u2,Sunday,Clouds,Dwarka Sector 21 Metro Station,9,Low,9
u2,Sunday,Clear,Janakpuri Residential,20,Low,19
u2,Friday,Thunderstorm,Dwarka Sector 21 Metro Station,8,High,7
u2,Monday,Rain,Janakpuri Residential,20,Medium,18
u2,Tuesday,Clear,Janakpuri Residential,18,Low,19
u2,Friday,Clear,Saket Select Citywalk Mall,18,Medium,17
u2,Monday,Haze,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Tuesday,Rain,Janakpuri Residential,18,Medium,18
u2,Saturday,Clear,Dwarka Sector 21 Metro Station,10,Low,9
u2,Tuesday,Rain,Janakpuri Residential,19,Medium,18
u2,Saturday,Rain,Dwarka Sector 21 Metro Station,11,Medium,8
u2,Friday,Clouds,Saket Select Citywalk Mall,19,Medium,17
u2,Friday,Clouds,Dwarka Sector 21 Metro Station,7,Medium,8
u2,Sunday,Rain,Saket Select Citywalk Mall,17,High,14
u2,Wednesday,Rain,Dwarka Sector 21 Metro Station,7,High,6
u2,Monday,Clouds,Saket Select Citywalk Mall,19,Medium,17
u2,Friday,Clear,Janakpuri Residential,19,Low,19
u2,Wednesday,Clear,Saket Select Citywalk Mall,19,Medium,17
u2,Thursday,Fog,Dwarka Sector 21 Metro Station,10,Medium,7
u2,Friday,Clear,Saket Select Citywalk Mall,19,Medium,17
u2,Friday,Clear,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Monday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Wednesday,Haze,Saket Select Citywalk Mall,18,Medium,17
u2,Monday,Rain,Dwarka Sector 21 Metro Station,9,High,6
u2,Monday,Haze,Janakpuri Residential,17,Medium,19
u2,Sunday,Rain,Saket Select Citywalk Mall,16,Medium,15
u2,Tuesday,Clear,Saket Select Citywalk Mall,16,Medium,17
u2,Saturday,Clouds,Janakpuri Residential,17,Low,19
u2,Thursday,Haze,Saket Select Citywalk Mall,17,Medium,17
u2,Thursday,Clouds,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Tuesday,Rain,Saket Select Citywalk Mall,16,High,15
u2,Thursday,Clear,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Tuesday,Haze,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Monday,Clouds,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Tuesday,Fog,Saket Select Citywalk Mall,19,Medium,16
u2,Friday,Clouds,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Wednesday,Haze,Janakpuri Residential,19,Medium,19
u2,Saturday,Fog,Saket Select Citywalk Mall,17,Medium,15
u2,Friday,Fog,Saket Select Citywalk Mall,19,Medium,16
u2,Friday,Thunderstorm,Janakpuri Residential,19,Medium,19
u2,Saturday,Clear,Dwarka Sector 21 Metro Station,8,Medium,9
u2,Tuesday,Rain,Janakpuri Residential,19,Medium,18
u2,Tuesday,Clouds,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Friday,Clear,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Friday,Thunderstorm,Saket Select Citywalk Mall,19,Medium,17
u2,Tuesday,Rain,Dwarka Sector 21 Metro Station,8,High,6
u2,Friday,Clear,Saket Select Citywalk Mall,18,Medium,17
u2,Monday,Clouds,Saket Select Citywalk Mall,17,Medium,17
u2,Thursday,Clouds,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Thursday,Rain,Janakpuri Residential,20,Medium,18
u2,Wednesday,Haze,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Sunday,Clouds,Dwarka Sector 21 Metro Station,9,Low,9
u2,Friday,Drizzle,Janakpuri Residential,17,Medium,18
u2,Friday,Haze,Dwarka Sector 21 Metro Station,7,Medium,8
u2,Saturday,Clear,Saket Select Citywalk Mall,15,Medium,16
u2,Monday,Clear,Janakpuri Residential,19,Low,19
u2,Friday,Rain,Dwarka Sector 21 Metro Station,10,High,6
u2,Thursday,Clouds,Janakpuri Residential,19,Low,19
u2,Friday,Clouds,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Wednesday,Haze,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Saturday,Rain,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Tuesday,Clouds,Saket Select Citywalk Mall,17,Medium,17
u2,Tuesday,Clouds,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Monday,Fog,Saket Select Citywalk Mall,18,Medium,16
u2,Tuesday,Clear,Saket Select Citywalk Mall,16,Medium,17
u2,Tuesday,Drizzle,Janakpuri Residential,21,Medium,18
u2,Monday,Clear,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Tuesday,Clear,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Wednesday,Fog,Saket Select Citywalk Mall,18,Medium,16
u2,Wednesday,Clear,Dwarka Sector 21 Metro Station,7,Medium,8
u2,Sunday,Clear,Janakpuri Residential,19,Low,19
u2,Wednesday,Haze,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Wednesday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Saturday,Clouds,Dwarka Sector 21 Metro Station,7,Low,9
u2,Saturday,Clear,Janakpuri Residential,18,Low,19
u2,Monday,Rain,Janakpuri Residential,20,Medium,18
u2,Thursday,Clear,Saket Select Citywalk Mall,16,Medium,17
u2,Friday,Clouds,Saket Select Citywalk Mall,19,Medium,17
u2,Wednesday,Rain,Dwarka Sector 21 Metro Station,6,High,6
u2,Friday,Clouds,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Sunday,Clear,Janakpuri Residential,20,Low,19
u2,Sunday,Rain,Janakpuri Residential,18,Medium,18
u2,Tuesday,Haze,Janakpuri Residential,18,Medium,19
u2,Friday,Rain,Dwarka Sector 21 Metro Station,6,High,6
u2,Wednesday,Thunderstorm,Dwarka Sector 21 Metro Station,6,High,7
u2,Monday,Clear,Janakpuri Residential,19,Low,19
u2,Monday,Clouds,Saket Select Citywalk Mall,16,Medium,17
u2,Tuesday,Clouds,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Wednesday,Clouds,Saket Select Citywalk Mall,17,Medium,17
u2,Tuesday,Clouds,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Saturday,Clear,Dwarka Sector 21 Metro Station,8,Low,9
u2,Wednesday,Clear,Janakpuri Residential,17,Low,19
u2,Sunday,Clear,Janakpuri Residential,17,Low,19
u2,Friday,Clouds,Saket Select Citywalk Mall,17,Medium,17
u2,Monday,Haze,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Tuesday,Fog,Janakpuri Residential,19,Medium,18
u2,Monday,Clouds,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Tuesday,Clouds,Dwarka Sector 21 Metro Station,7,Medium,8
u2,Wednesday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Sunday,Fog,Saket Select Citywalk Mall,17,Medium,15
u2,Thursday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Friday,Clear,Janakpuri Residential,18,Low,19
u2,Friday,Clear,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Saturday,Clouds,Saket Select Citywalk Mall,18,Medium,16
u2,Monday,Fog,Dwarka Sector 21 Metro Station,9,Medium,7
u2,Friday,Clear,Saket Select Citywalk Mall,15,Medium,17
u2,Tuesday,Rain,Dwarka Sector 21 Metro Station,8,High,6
u2,Saturday,Clear,Saket Select Citywalk Mall,17,Medium,16
u2,Saturday,Clouds,Janakpuri Residential,19,Low,19
u2,Tuesday,Clouds,Saket Select Citywalk Mall,17,Medium,17
u2,Saturday,Haze,Dwarka Sector 21 Metro Station,10,Medium,9
u2,Friday,Drizzle,Dwarka Sector 21 Metro Station,8,Medium,7
u2,Wednesday,Clear,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Wednesday,Rain,Dwarka Sector 21 Metro Station,10,Medium,7
u2,Tuesday,Clear,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Friday,Clear,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Friday,Clouds,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Wednesday,Fog,Dwarka Sector 21 Metro Station,9,Medium,7
u2,Tuesday,Clear,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Sunday,Clouds,Dwarka Sector 21 Metro Station,9,Medium,9
u2,Wednesday,Clouds,Janakpuri Residential,18,Low,19
u2,Thursday,Haze,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Tuesday,Fog,Janakpuri Residential,19,Medium,18
u2,Monday,Clouds,Saket Select Citywalk Mall,17,Medium,17
u2,Monday,Clear,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Monday,Clouds,Saket Select Citywalk Mall,18,Medium,17
u2,Monday,Haze,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Wednesday,Haze,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Monday,Haze,Saket Select Citywalk Mall,19,Medium,17
u2,Monday,Clouds,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Wednesday,Clear,Saket Select Citywalk Mall,16,Medium,17
u2,Saturday,Clear,Dwarka Sector 21 Metro Station,8,Low,9
u2,Friday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Friday,Clear,Janakpuri Residential,20,Low,19
u2,Monday,Clear,Janakpuri Residential,17,Low,19
u2,Thursday,Clear,Janakpuri Residential,17,Low,19
u2,Tuesday,Haze,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Friday,Clear,Janakpuri Residential,18,Low,19
u2,Tuesday,Rain,Saket Select Citywalk Mall,15,Medium,16
u2,Thursday,Drizzle,Saket Select Citywalk Mall,17,Medium,16
u2,Tuesday,Clear,Saket Select Citywalk Mall,18,Medium,17
u2,Sunday,Fog,Dwarka Sector 21 Metro Station,11,Medium,8
u2,Wednesday,Clear,Dwarka Sector 21 Metro Station,7,Medium,8
u2,Saturday,Clouds,Saket Select Citywalk Mall,17,Medium,16
u2,Sunday,Rain,Saket Select Citywalk Mall,15,High,14
u2,Monday,Fog,Dwarka Sector 21 Metro Station,9,Medium,7
u2,Wednesday,Haze,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Thursday,Clear,Janakpuri Residential,19,Low,19
u2,Monday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Monday,Fog,Janakpuri Residential,19,Medium,18
u2,Sunday,Haze,Dwarka Sector 21 Metro Station,7,Medium,9
u2,Friday,Clouds,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Saturday,Rain,Saket Select Citywalk Mall,15,High,14
u2,Thursday,Haze,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Tuesday,Clouds,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Tuesday,Clear,Saket Select Citywalk Mall,18,Medium,17
u2,Wednesday,Clouds,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Friday,Clouds,Saket Select Citywalk Mall,18,Medium,17
u2,Tuesday,Clear,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Thursday,Clouds,Saket Select Citywalk Mall,16,Medium,17
u2,Wednesday,Clouds,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Tuesday,Rain,Janakpuri Residential,19,Medium,18
u2,Wednesday,Clear,Janakpuri Residential,19,Low,19
u2,Monday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Wednesday,Clouds,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Thursday,Haze,Saket Select Citywalk Mall,16,Medium,17
u2,Friday,Clear,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Wednesday,Clouds,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Thursday,Clear,Saket Select Citywalk Mall,16,Medium,17
u2,Thursday,Clear,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Thursday,Clear,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Monday,Clouds,Janakpuri Residential,21,Low,19
u2,Tuesday,Clouds,Dwarka Sector 21 Metro Station,7,Medium,8
u2,Wednesday,Fog,Saket Select Citywalk Mall,19,Medium,16
u2,Thursday,Haze,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Thursday,Clouds,Saket Select Citywalk Mall,15,Medium,17
u2,Friday,Haze,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Saturday,Clouds,Saket Select Citywalk Mall,15,Medium,16
u2,Monday,Rain,Dwarka Sector 21 Metro Station,6,High,6
u2,Tuesday,Clear,Dwarka Sector 21 Metro Station,9,Medium,8
u2,Thursday,Fog,Saket Select Citywalk Mall,17,Medium,16
u2,Monday,Clear,Saket Select Citywalk Mall,19,Medium,17
u2,Friday,Thunderstorm,Dwarka Sector 21 Metro Station,10,High,7
u2,Saturday,Clear,Dwarka Sector 21 Metro Station,9,Low,9
u2,Monday,Haze,Dwarka Sector 21 Metro Station,7,Medium,8
u2,Tuesday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Tuesday,Rain,Saket Select Citywalk Mall,19,Medium,16
u2,Monday,Clouds,Janakpuri Residential,17,Low,19
u2,Thursday,Rain,Dwarka Sector 21 Metro Station,7,High,6
u2,Wednesday,Haze,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Thursday,Clear,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Tuesday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Saturday,Haze,Saket Select Citywalk Mall,17,Medium,16
u2,Tuesday,Clear,Janakpuri Residential,17,Low,19
u2,Tuesday,Clouds,Janakpuri Residential,19,Low,19
u2,Thursday,Clear,Dwarka Sector 21 Metro Station,8,Medium,8
u2,Thursday,Clear,Dwarka Sector 21 Metro Station,6,Medium,8
u2,Friday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Thursday,Clear,Janakpuri Residential,21,Low,19
u2,Monday,Clouds,Dwarka Sector 21 Metro Station,7,Medium,8
u2,Saturday,Rain,Janakpuri Residential,21,Medium,18
u2,Monday,Clear,Dwarka Sector 21 Metro Station,7,Medium,8
u2,Saturday,Clouds,Saket Select Citywalk Mall,18,Medium,16
u2,Monday,Fog,Dwarka Sector 21 Metro Station,8,Medium,7
u2,Friday,Haze,Saket Select Citywalk Mall,15,Medium,17
u2,Monday,Clear,Dwarka Sector 21 Metro Station,10,Medium,8
u2,Thursday,Clouds,Saket Select Citywalk Mall,15,Medium,17
u2,Sunday,Clear,Saket Select Citywalk Mall,17,Medium,16
u2,Wednesday,Clear,Saket Select Citywalk Mall,17,Medium,17
u2,Friday,Clouds,Saket Select Citywalk Mall,16,Medium,17
u2,Monday,Fog,Dwarka Sector 21 Metro Station,10,Medium,7
u2,Thursday,Clear,Janakpuri Residential,19,Low,19
