hour,day_of_week,weather_main,temp,rain_1h,holiday,traffic_level
16,2,Clouds,274.65,0.0,,High
17,2,Clouds,274.56,0.0,,High
18,2,Clouds,274.1,0.0,,High
19,2,Clouds,273.87,0.0,,Medium
20,2,Clouds,274.09,0.0,,Medium
21,2,Clouds,273.39,0.0,,Medium
22,2,Clouds,272.5,0.0,,Low
23,2,Clouds,272.08,0.0,,Low
0,3,Clouds,271.61,0.0,,Low
1,3,Clouds,271.39,0.0,,Low
2,3,Clouds,271.3,0.0,,Low
3,3,Clouds,271.22,0.0,,Low
4,3,Clouds,271.21,0.0,,Low
5,3,Clouds,271.18,0.0,,Medium
6,3,Clouds,271.04,0.0,,High
7,3,Clouds,270.96,0.0,,High
13,3,Clouds,276.25,0.0,,High
14,3,Clouds,276.94,0.0,,High
15,3,Clouds,276.74,0.0,,High
16,3,Clouds,276.08,0.0,,High
17,3,Clouds,275.0,0.0,,High
18,3,Clouds,273.65,0.0,,High
19,3,Clouds,272.48,0.0,,Medium
20,3,Clouds,271.84,0.0,,Medium
21,3,Clouds,271.35,0.0,,Medium
22,3,Clouds,270.79,0.0,,Medium
23,3,Clouds,270.79,0.0,,Low
0,4,Clouds,270.71,0.0,,Low
1,4,Clouds,270.89,0.0,,Low
2,4,Clouds,271.28,0.0,,Low
3,4,Clouds,271.66,0.0,,Low
4,4,Clouds,271.71,0.0,,Low
5,4,Clouds,271.71,0.0,,Medium
6,4,Clouds,271.52,0.0,,High
7,4,Clouds,271.48,0.0,,High
8,4,Clouds,271.34,0.0,,High
10,4,Snow,271.1,0.0,,High
11,4,Snow,271.25,0.0,,High
12,4,Snow,271.52,0.0,,High
13,4,Clouds,271.75,0.0,,High
14,4,Clouds,271.7,0.0,,High
15,4,Clouds,271.65,0.0,,High
16,4,Clouds,271.28,0.0,,High
17,4,Clouds,270.99,0.0,,High
18,4,Clouds,270.64,0.0,,High
19,4,Clouds,270.15,0.0,,High
20,4,Clouds,269.98,0.0,,Medium
21,4,Clouds,269.25,0.0,,Medium
22,4,Clouds,268.75,0.0,,Medium
23,4,Clouds,268.32,0.0,,Low
0,5,Clouds,268.18,0.0,,Low
1,5,Clouds,268.09,0.0,,Low
2,5,Clouds,267.99,0.0,,Low
3,5,Clouds,267.99,0.0,,Low
4,5,Snow,267.6,0.0,,Low
5,5,Clouds,267.9,0.0,,Low
6,5,Clouds,267.95,0.0,,Low
7,5,Clouds,268.04,0.0,,Medium
8,5,Clouds,268.31,0.0,,Medium
10,5,Clouds,269.21,0.0,,High
11,5,Clouds,269.6,0.0,,High
12,5,Clouds,269.95,0.0,,High
13,5,Clouds,270.46,0.0,,High
14,5,Clouds,271.11,0.0,,High
15,5,Clouds,271.44,0.0,,High
16,5,Clouds,271.53,0.0,,High
17,5,Clouds,271.12,0.0,,High
18,5,Clouds,269.74,0.0,,High
19,5,Clouds,268.65,0.0,,Medium
20,5,Clouds,267.81,0.0,,Medium
21,5,Clear,266.46,0.0,,Medium
22,5,Clear,265.56,0.0,,Medium
23,5,Clear,264.63,0.0,,Medium
1,6,Clear,262.42,0.0,,Low
2,6,Clear,261.8,0.0,,Low
4,6,Clear,260.04,0.0,,Low
5,6,Clear,259.16,0.0,,Low
6,6,Clear,258.88,0.0,,Low
7,6,Clear,258.2,0.0,,Low
8,6,Clear,260.09,0.0,,Low
9,6,Clear,263.31,0.0,,Medium
10,6,Clear,265.82,0.0,,Medium
11,6,Clear,267.92,0.0,,Medium
12,6,Clear,269.05,0.0,,High
13,6,Clear,270.22,0.0,,High
14,6,Clear,270.88,0.0,,High
15,6,Clouds,271.34,0.0,,High
16,6,Clouds,271.55,0.0,,High
17,6,Clouds,270.99,0.0,,Medium
18,6,Clouds,269.81,0.0,,Medium
19,6,Clouds,269.09,0.0,,Medium
20,6,Clouds,268.96,0.0,,Medium
21,6,Clouds,268.62,0.0,,Medium
22,6,Clouds,268.31,0.0,,Medium
23,6,Clouds,268.16,0.0,,Low
0,0,Clouds,267.94,0.0,,Low
1,0,Clouds,266.74,0.0,,Low
2,0,Clouds,266.31,0.0,,Low
4,0,Clouds,266.17,0.0,,Low
5,0,Clouds,265.9,0.0,,Medium
7,0,Clouds,265.46,0.0,,High
8,0,Clouds,266.21,0.0,,High
10,0,Clouds,269.62,0.0,,Medium
11,0,Clouds,270.89,0.0,,Medium
13,0,Clouds,272.76,0.0,,High
14,0,Clouds,272.89,0.0,,High
15,0,Clouds,273.08,0.0,,High
16,0,Clouds,273.21,0.0,,High
17,0,Clouds,272.42,0.0,,High
18,0,Clouds,271.52,0.0,,Medium
19,0,Clouds,270.95,0.0,,Medium
20,0,Clouds,270.87,0.0,,Medium
21,0,Clouds,270.77,0.0,,Low
22,0,Clouds,270.59,0.0,,Low
23,0,Clouds,270.59,0.0,,Medium
1,1,Clouds,270.63,0.0,,Low
2,1,Clouds,270.26,0.0,,Low
3,1,Clouds,269.79,0.0,,Low
4,1,Clouds,270.02,0.0,,Low
5,1,Snow,269.59,0.0,,Medium
7,1,Snow,268.85,0.0,,Medium
7,1,Mist,268.85,0.0,,Medium
7,1,Snow,268.85,0.0,,Medium
7,1,Fog,268.85,0.0,,Medium
8,1,Snow,268.61,0.0,,Medium
8,1,Mist,268.61,0.0,,Medium
10,1,Snow,268.79,0.0,,Medium
10,1,Mist,268.79,0.0,,Medium
11,1,Snow,269.08,0.0,,Medium
13,1,Snow,269.46,0.0,,Medium
14,1,Snow,269.55,0.0,,Medium
16,1,Clouds,269.46,0.0,,High
17,1,Clouds,269.31,0.0,,High
19,1,Snow,268.9,0.0,,Medium
19,1,Mist,268.9,0.0,,Medium
20,1,Snow,269.0,0.0,,Medium
20,1,Mist,269.0,0.0,,Medium
22,1,Snow,268.72,0.0,,Low
22,1,Mist,268.72,0.0,,Low
23,1,Snow,268.72,0.0,,Low
23,1,Mist,268.72,0.0,,Low
23,1,Snow,268.72,0.0,,Low
1,2,Clouds,268.9,0.0,,Low
2,2,Snow,268.9,0.0,,Low
2,2,Mist,268.9,0.0,,Low
2,2,Snow,268.9,0.0,,Low
4,2,Snow,268.9,0.0,,Low
4,2,Mist,268.9,0.0,,Low
4,2,Snow,268.9,0.0,,Low
5,2,Snow,268.71,0.0,,Medium
5,2,Mist,268.71,0.0,,Medium
5,2,Snow,268.71,0.0,,Medium
5,2,Fog,268.71,0.0,,Medium
7,2,Snow,268.62,0.0,,High
7,2,Mist,268.62,0.0,,High
7,2,Snow,268.62,0.0,,High
14,2,Snow,271.37,0.0,,High
14,2,Haze,271.37,0.0,,High
15,2,Snow,271.52,0.0,,High
16,2,Snow,271.15,0.0,,High
17,2,Snow,270.76,0.0,,High
18,2,Snow,270.44,0.0,,High
19,2,Snow,269.72,0.0,,Medium
20,2,Clouds,269.42,0.0,,Medium
21,2,Clouds,268.66,0.0,,Medium
22,2,Clouds,268.19,0.0,,Low
23,2,Clouds,267.69,0.0,,Low
1,3,Clouds,267.31,0.0,,Low
2,3,Clouds,267.31,0.0,,Low
3,3,Clouds,267.44,0.0,,Low
4,3,Clouds,266.86,0.0,,Low
5,3,Snow,266.83,0.0,,Medium
7,3,Clouds,266.51,0.0,,High
8,3,Clouds,266.9,0.0,,High
9,3,Snow,267.16,0.0,,High
13,3,Clouds,269.8,0.0,,High
14,3,Clouds,270.49,0.0,,High
15,3,Clouds,270.77,0.0,,High
18,3,Clouds,268.87,0.0,,High
20,3,Clouds,266.28,0.0,,Medium
21,3,Clear,265.1,0.0,,Medium
22,3,Mist,264.05,0.0,,Medium
23,3,Mist,262.97,0.0,,Medium
0,4,Mist,262.3,0.0,,Low
0,4,Fog,262.3,0.0,,Low
2,4,Haze,260.21,0.0,,Low
2,4,Fog,260.21,0.0,,Low
3,4,Mist,259.73,0.0,,Low
4,4,Mist,259.68,0.0,,Low
4,4,Fog,259.68,0.0,,Low
5,4,Mist,259.58,0.0,,Medium
5,4,Fog,259.58,0.0,,Medium
5,4,Haze,259.58,0.0,,Medium
6,4,Mist,259.29,0.0,,High
6,4,Haze,259.29,0.0,,High
6,4,Fog,259.29,0.0,,High
8,4,Mist,260.63,0.0,,High
9,4,Mist,262.94,0.0,,High
10,4,Mist,268.07,0.0,,High
11,4,Clouds,269.75,0.0,,High
12,4,Clouds,270.98,0.0,,High
13,4,Clouds,272.29,0.0,,High
14,4,Clouds,272.7,0.0,,High
15,4,Clear,272.82,0.0,,High
17,4,Clouds,272.37,0.0,,High
18,4,Clear,271.65,0.0,,High
19,4,Clouds,270.38,0.0,,Medium
20,4,Clouds,270.12,0.0,,Medium
21,4,Clear,269.54,0.0,,Medium
22,4,Clouds,268.64,0.0,,Medium
23,4,Clouds,267.96,0.0,,Medium
0,5,Clear,267.69,0.0,,Low
1,5,Clear,267.46,0.0,,Low
2,5,Clear,266.88,0.0,,Low
3,5,Haze,266.39,0.0,,Low
3,5,Mist,266.39,0.0,,Low
6,5,Mist,265.48,0.0,,Low
6,5,Haze,265.48,0.0,,Low
8,5,Mist,266.09,0.0,,Medium
9,5,Haze,268.02,0.0,,Medium
9,5,Mist,268.02,0.0,,Medium
11,5,Haze,272.8,0.0,,High
13,5,Haze,275.11,0.0,,High
14,5,Haze,276.16,0.0,,High
16,5,Haze,276.63,0.0,,High
17,5,Haze,276.11,0.0,,High
18,5,Clear,275.66,0.0,,Medium
20,5,Clear,274.53,0.0,,Medium
21,5,Clouds,274.41,0.0,,Medium
23,5,Haze,274.62,0.0,,Low
23,5,Mist,274.62,0.0,,Low
0,6,Mist,274.65,0.0,,Low
3,6,Rain,274.02,0.0,,Low
3,6,Mist,274.02,0.0,,Low
3,6,Rain,274.02,0.0,,Low
4,6,Rain,273.88,0.0,,Low
4,6,Mist,273.88,0.0,,Low
4,6,Rain,273.88,0.0,,Low
4,6,Snow,273.88,0.0,,Low
5,6,Rain,273.98,0.0,,Low
5,6,Mist,273.98,0.0,,Low
5,6,Rain,273.98,0.0,,Low
5,6,Snow,273.98,0.0,,Low
6,6,Rain,274.19,0.0,,Low
6,6,Mist,274.19,0.0,,Low
6,6,Drizzle,274.19,0.0,,Low
9,6,Mist,274.66,0.0,,Medium
9,6,Rain,274.66,0.0,,Medium
10,6,Mist,274.79,0.0,,Medium
12,6,Drizzle,275.28,0.0,,High
12,6,Mist,275.28,0.0,,High
12,6,Drizzle,275.28,0.0,,High
13,6,Rain,275.35,0.0,,High
13,6,Rain,275.35,0.0,,High
13,6,Mist,275.35,0.0,,High
15,6,Rain,275.63,0.0,,High
15,6,Mist,275.63,0.0,,High
15,6,Drizzle,275.63,0.0,,High
15,6,Drizzle,275.63,0.0,,High
18,6,Mist,275.49,0.0,,Medium
18,6,Rain,275.49,0.0,,Medium
18,6,Drizzle,275.49,0.0,,Medium
19,6,Rain,275.36,0.0,,Medium
19,6,Mist,275.36,0.0,,Medium
19,6,Drizzle,275.36,0.0,,Medium
19,6,Rain,275.36,0.0,,Medium
21,6,Rain,274.98,0.0,,Medium
21,6,Mist,274.98,0.0,,Medium
21,6,Fog,274.98,0.0,,Medium
21,6,Drizzle,274.98,0.0,,Medium
22,6,Mist,274.83,0.0,,Medium
22,6,Fog,274.83,0.0,,Medium
22,6,Drizzle,274.83,0.0,,Medium
23,6,Fog,274.67,0.0,,Low
23,6,Mist,274.67,0.0,,Low
23,6,Rain,274.67,0.0,,Low
0,0,Rain,274.74,0.0,,Low
0,0,Mist,274.74,0.0,,Low
0,0,Fog,274.74,0.0,,Low
0,0,Rain,274.74,0.0,,Low
1,0,Rain,274.59,0.0,,Low
1,0,Mist,274.59,0.0,,Low
1,0,Rain,274.59,0.0,,Low
1,0,Drizzle,274.59,0.0,,Low
4,0,Drizzle,274.38,0.0,,Low
5,0,Clouds,274.16,0.0,,Medium
6,0,Clouds,274.16,0.0,,High
7,0,Clouds,274.24,0.0,,High
9,0,Mist,274.16,0.0,,High
10,0,Snow,274.22,0.0,,High
12,0,Clouds,274.24,0.0,,High
14,0,Clouds,274.17,0.0,,High
15,0,Clouds,273.81,0.0,,High
16,0,Clouds,273.77,0.0,,High
18,0,Clouds,273.29,0.0,,High
19,0,Clouds,273.02,0.0,,Medium
21,0,Clouds,272.36,0.0,,Medium
22,0,Clouds,272.38,0.0,,Low
23,0,Clouds,271.97,0.0,,Low
2,1,Clouds,271.16,0.0,,Low
3,1,Clouds,271.01,0.0,,Low
4,1,Clouds,270.68,0.0,,Low
6,1,Clouds,270.21,0.0,,High
9,1,Clouds,269.88,0.0,,High
10,1,Clouds,269.91,0.0,,High
12,1,Clouds,270.59,0.0,,High
13,1,Clouds,270.83,0.0,,High
15,1,Clouds,271.48,0.0,,High
16,1,Snow,271.69,0.0,,High
18,1,Clouds,271.8,0.0,,High
21,1,Clouds,270.27,0.0,,Medium
22,1,Clouds,269.83,0.0,,Medium
0,2,Clouds,268.21,0.0,,Low
1,2,Clear,267.6,0.0,,Low
4,2,Clouds,267.88,0.0,,Low
7,2,Snow,267.91,0.0,,High
9,2,Clouds,267.67,0.0,,High
10,2,Clouds,268.33,0.0,,High
12,2,Snow,269.95,0.0,,High
13,2,Snow,270.28,0.0,,High
15,2,Snow,270.77,0.0,,High
16,2,Clouds,271.1,0.0,,High
18,2,Snow,270.54,0.0,,High
19,2,Clouds,270.31,0.0,,Medium
21,2,Clear,269.28,0.0,,Medium
22,2,Clouds,268.69,0.0,,Low
0,3,Clear,267.01,0.0,,Low
1,3,Clear,266.19,0.0,,Low
3,3,Clear,265.29,0.0,,Low
4,3,Clear,264.73,0.0,,Low
6,3,Clear,263.29,0.0,,High
7,3,Clear,262.78,0.0,,High
9,3,Clear,262.35,0.0,,High
10,3,Clear,264.22,0.0,,High
12,3,Clear,268.45,0.0,,High
13,3,Clear,269.68,0.0,,High
15,3,Clouds,272.64,0.0,,High
18,3,Clear,272.11,0.0,,High
19,3,Clear,271.18,0.0,,Medium
21,3,Clear,269.15,0.0,,Medium
22,3,Clear,268.73,0.0,,Medium
0,4,Clouds,268.64,0.0,,Low
1,4,Clouds,268.84,0.0,,Low
3,4,Clouds,269.11,0.0,,Low
4,4,Snow,269.05,0.0,,Low
7,4,Snow,268.68,0.0,,High
7,4,Mist,268.68,0.0,,High
7,4,Snow,268.68,0.0,,High
9,4,Mist,269.42,0.0,,High
10,4,Haze,270.84,0.0,,High
12,4,Clouds,274.41,0.0,,High
15,4,Clouds,276.85,0.0,,High
16,4,Clouds,277.2,0.0,,High
18,4,Clear,277.09,0.0,,High
19,4,Clear,276.16,0.0,,Medium
21,4,Clear,273.96,0.0,,Medium
22,4,Clear,273.06,0.0,,Medium
0,5,Clear,271.9,0.0,,Medium
1,5,Clear,271.88,0.0,,Low
3,5,Clouds,272.11,0.0,,Low
4,5,Clouds,272.34,0.0,,Low
6,5,Rain,272.63,0.0,,Low
6,5,Snow,272.63,0.0,,Low
7,5,Mist,272.72,0.0,,Medium
7,5,Rain,272.72,0.0,,Medium
7,5,Snow,272.72,0.0,,Medium
9,5,Mist,272.87,0.0,,Medium
9,5,Snow,272.87,0.0,,Medium
9,5,Drizzle,272.87,0.0,,Medium
9,5,Snow,272.87,0.0,,Medium
10,5,Mist,273.11,0.0,,High
10,5,Snow,273.11,0.0,,High
10,5,Rain,273.11,0.0,,High
12,5,Snow,273.46,0.0,,High
12,5,Mist,273.46,0.0,,High
13,5,Mist,273.79,0.0,,High
13,5,Snow,273.79,0.0,,High
15,5,Snow,273.96,0.0,,High
16,5,Clouds,273.99,0.0,,High
18,5,Snow,273.28,0.0,,High
19,5,Snow,272.4,0.0,,Medium
19,5,Mist,272.4,0.0,,Medium
19,5,Snow,272.4,0.0,,Medium
21,5,Snow,270.88,0.0,,Medium
21,5,Mist,270.88,0.0,,Medium
22,5,Snow,270.26,0.0,,Medium
22,5,Mist,270.26,0.0,,Medium
0,6,Mist,268.95,0.0,,Low
1,6,Clouds,268.49,0.0,,Low
3,6,Clouds,267.5,0.0,,Low
4,6,Clouds,266.9,0.0,,Low
6,6,Snow,266.23,0.0,,Low
7,6,Clear,265.6,0.0,,Low
10,6,Clear,265.97,0.0,,Medium
12,6,Clouds,267.89,0.0,,High
13,6,Clouds,268.52,0.0,,High
16,6,Clear,269.37,0.0,,High
18,6,Clear,268.61,0.0,,Medium
19,6,Clear,267.72,0.0,,Medium
21,6,Clear,265.36,0.0,,Medium
22,6,Clear,264.53,0.0,,Low
0,0,Clear,262.65,0.0,,Low
3,0,Clear,260.54,0.0,,Low
4,0,Clear,260.15,0.0,,Low
6,0,Clear,259.24,0.0,,Medium
9,0,Clear,260.0,0.0,,Medium
10,0,Clear,262.06,0.0,,Medium
13,0,Clouds,267.11,0.0,,Medium
15,0,Clouds,269.48,0.0,,High
16,0,Clouds,270.02,0.0,,High
18,0,Clouds,270.24,0.0,,Medium
19,0,Clouds,270.09,0.0,,Medium
21,0,Clouds,269.69,0.0,,Low
22,0,Clouds,269.78,0.0,,Low
0,1,Clouds,270.08,0.0,,Low
1,1,Clouds,270.37,0.0,,Low
3,1,Clouds,270.89,0.0,,Low
4,1,Snow,270.93,0.0,,Low
6,1,Snow,270.4,0.0,,High
6,1,Fog,270.4,0.0,,High
6,1,Snow,270.4,0.0,,High
6,1,Mist,270.4,0.0,,High
7,1,Snow,270.45,0.0,,High
7,1,Mist,270.45,0.0,,High
7,1,Snow,270.45,0.0,,High
7,1,Fog,270.45,0.0,,High
9,1,Snow,270.8,0.0,,High
9,1,Mist,270.8,0.0,,High
9,1,Snow,270.8,0.0,,High
10,1,Snow,270.32,0.0,,High
10,1,Mist,270.32,0.0,,High
10,1,Fog,270.32,0.0,,High
12,1,Snow,267.84,0.0,,High
12,1,Mist,267.84,0.0,,High
13,1,Snow,267.28,0.0,,High
15,1,Snow,266.3,0.0,,High
16,1,Snow,265.93,0.0,,High
18,1,Snow,265.14,0.0,,High
19,1,Snow,264.7,0.0,,Medium
21,1,Snow,263.68,0.0,,Medium
22,1,Snow,263.34,0.0,,Medium
23,1,Clouds,262.72,0.0,,Medium
0,2,Clouds,262.33,0.0,,Low
1,2,Clear,261.65,0.0,,Low
2,2,Clouds,260.96,0.0,,Low
3,2,Clouds,260.41,0.0,,Low
6,2,Clear,259.85,0.0,,High
7,2,Clear,259.33,0.0,,High
8,2,Clear,259.22,0.0,,High
9,2,Clear,259.84,0.0,,High
10,2,Clear,261.04,0.0,,High
11,2,Clear,262.44,0.0,,High
12,2,Clear,264.03,0.0,,High
13,2,Clear,265.33,0.0,,High
14,2,Clear,266.35,0.0,,High
15,2,Clear,267.39,0.0,,High
16,2,Clear,267.65,0.0,,High
17,2,Clouds,267.42,0.0,,High
18,2,Snow,266.9,0.0,,High
19,2,Snow,265.87,0.0,,Medium
20,2,Clear,264.48,0.0,,Medium
21,2,Clear,263.29,0.0,,Medium
22,2,Clear,262.15,0.0,,Low
23,2,Clear,261.42,0.0,,Low
0,3,Clear,260.94,0.0,,Low
1,3,Clear,260.35,0.0,,Low
2,3,Clear,259.98,0.0,,Low
3,3,Clear,259.6,0.0,,Low
4,3,Clear,259.27,0.0,,Low
5,3,Clear,259.04,0.0,,Medium
6,3,Clear,258.68,0.0,,High
7,3,Clear,258.3,0.0,,High
8,3,Haze,258.33,0.0,,High
9,3,Clear,259.22,0.0,,High
10,3,Clear,261.0,0.0,,High
11,3,Snow,262.36,0.0,,High
12,3,Snow,263.64,0.0,,High
13,3,Haze,264.79,0.0,,High
14,3,Clear,265.97,0.0,,High
15,3,Snow,266.4,0.0,,High
16,3,Clear,266.77,0.0,,High
17,3,Clear,267.07,0.0,,High
18,3,Clear,266.89,0.0,,High
19,3,Clouds,266.02,0.0,,Medium
20,3,Clear,264.84,0.0,,Medium
21,3,Clear,263.87,0.0,,Medium
22,3,Clear,263.0,0.0,,Medium
23,3,Clear,262.11,0.0,,Low
0,4,Clear,261.31,0.0,,Low
1,4,Clear,260.66,0.0,,Low
2,4,Clear,259.8,0.0,,Low
3,4,Clear,259.39,0.0,,Low
4,4,Clear,258.59,0.0,,Low
5,4,Clear,258.12,0.0,,Medium
6,4,Clear,257.54,0.0,,High
7,4,Clear,257.0,0.0,,High
8,4,Clear,257.11,0.0,,High
9,4,Clear,259.24,0.0,,High
10,4,Clear,261.56,0.0,,High
11,4,Clear,264.66,0.0,,High
12,4,Clear,266.63,0.0,,High
13,4,Clear,267.64,0.0,,High
14,4,Clear,268.73,0.0,,High
15,4,Clear,269.62,0.0,,High
16,4,Clear,270.04,0.0,,High
17,4,Clear,270.29,0.0,,High
18,4,Clear,270.15,0.0,,High
19,4,Clear,269.53,0.0,,Medium
20,4,Clear,268.3,0.0,,Medium
21,4,Clear,267.03,0.0,,High
22,4,Clear,265.59,0.0,,Medium
23,4,Clear,264.41,0.0,,Low
0,5,Clear,263.61,0.0,,Low
1,5,Clear,263.01,0.0,,Low
2,5,Clear,262.56,0.0,,Low
3,5,Clear,262.16,0.0,,Low
4,5,Clear,261.18,0.0,,Low
5,5,Clear,261.08,0.0,,Low
6,5,Clear,260.22,0.0,,Low
7,5,Clear,260.0,0.0,,Medium
8,5,Clear,259.96,0.0,,Medium
9,5,Clear,261.75,0.0,,Medium
10,5,Clear,264.87,0.0,,High
11,5,Clear,268.48,0.0,,High
12,5,Clear,270.91,0.0,,High
13,5,Clear,272.83,0.0,,High
14,5,Clear,273.81,0.0,,High
15,5,Clear,274.39,0.0,,High
16,5,Clear,274.75,0.0,,High
17,5,Clear,274.83,0.0,,High
18,5,Clear,274.49,0.0,,High
19,5,Clear,273.23,0.0,,Medium
20,5,Clouds,271.87,0.0,,Medium
21,5,Clear,271.05,0.0,,Medium
22,5,Clear,270.48,0.0,,High
23,5,Clear,269.99,0.0,,Medium
0,6,Clear,269.72,0.0,,Low
1,6,Clear,269.38,0.0,,Low
2,6,Clear,268.93,0.0,,Low
3,6,Clear,268.13,0.0,,Low
4,6,Clear,266.82,0.0,,Low
5,6,Clear,266.14,0.0,,Low
6,6,Clear,265.49,0.0,,Low
7,6,Clear,264.53,0.0,,Low
8,6,Clear,264.35,0.0,,Low
9,6,Clear,266.2,0.0,,Medium
10,6,Clear,268.56,0.0,,Medium
11,6,Clouds,271.8,0.0,,Medium
12,6,Clear,273.56,0.0,,High
13,6,Clear,274.12,0.0,,High
14,6,Clear,275.07,0.0,,High
15,6,Clear,276.1,0.0,,High
16,6,Clear,276.17,0.0,,High
17,6,Clear,275.87,0.0,,High
18,6,Clouds,275.59,0.0,,Medium
19,6,Clouds,274.18,0.0,,Medium
20,6,Clear,273.57,0.0,,Medium
21,6,Clouds,272.55,0.0,,Medium
22,6,Clear,271.7,0.0,,Low
23,6,Clear,271.27,0.0,,Low
0,0,Clouds,270.95,0.0,,Low
1,0,Clouds,270.76,0.0,,Low
2,0,Clouds,270.8,0.0,,Low
3,0,Clouds,270.77,0.0,,Low
4,0,Clouds,270.64,0.0,,Low
5,0,Clouds,270.63,0.0,,Medium
6,0,Snow,270.75,0.0,,High
7,0,Snow,270.59,0.0,,High
7,0,Mist,270.59,0.0,,High
8,0,Mist,270.57,0.0,,High
8,0,Snow,270.57,0.0,,High
9,0,Snow,270.89,0.0,,High
10,0,Clouds,271.52,0.0,,High
11,0,Clouds,272.14,0.0,,High
12,0,Clouds,272.48,0.0,,High
13,0,Clouds,272.67,0.0,,High
14,0,Clouds,272.68,0.0,,High
15,0,Clouds,272.51,0.0,,High
16,0,Clouds,272.56,0.0,,High
17,0,Clouds,272.82,0.0,,High
18,0,Clouds,273.22,0.0,,Medium
19,0,Clouds,272.72,0.0,,Medium
20,0,Clouds,272.2,0.0,,Medium
21,0,Snow,271.73,0.0,,Medium
22,0,Snow,271.52,0.0,,Low
23,0,Clouds,271.57,0.0,,Low
0,1,Clouds,271.6,0.0,,Low
1,1,Clouds,271.16,0.0,,Low
2,1,Clear,270.53,0.0,,Low
3,1,Clear,269.78,0.0,,Low
4,1,Clear,269.28,0.0,,Low
5,1,Clear,268.96,0.0,,Medium
6,1,Clear,268.4,0.0,,High
7,1,Clear,267.96,0.0,,High
8,1,Clear,267.74,0.0,,High
9,1,Clear,268.64,0.0,,High
10,1,Clouds,269.99,0.0,,High
11,1,Clear,271.54,0.0,,High
12,1,Clear,273.13,0.0,,High
13,1,Clear,274.46,0.0,,High
14,1,Clear,275.16,0.0,,High
15,1,Clear,275.74,0.0,,High
16,1,Clear,276.07,0.0,,High
17,1,Clear,276.0,0.0,,High
18,1,Clear,275.88,0.0,,High
19,1,Clear,275.21,0.0,,Medium
20,1,Clear,274.4,0.0,,Medium
21,1,Clouds,273.84,0.0,,Medium
22,1,Clouds,273.1,0.0,,Low
23,1,Clouds,272.42,0.0,,Low
0,2,Clouds,271.82,0.0,,Low
1,2,Clouds,271.66,0.0,,Low
2,2,Clouds,271.26,0.0,,Low
3,2,Clouds,270.88,0.0,,Low
4,2,Clouds,270.41,0.0,,Low
5,2,Clouds,270.21,0.0,,Medium
6,2,Clouds,269.84,0.0,,High
7,2,Clouds,269.62,0.0,,High
8,2,Clouds,269.55,0.0,,High
10,2,Clouds,270.68,0.0,,High
11,2,Clouds,272.38,0.0,,High
12,2,Clouds,273.97,0.0,,High
13,2,Clouds,275.41,0.0,,High
14,2,Clouds,276.27,0.0,,High
15,2,Clear,276.35,0.0,,High
16,2,Clear,276.49,0.0,,High
17,2,Clouds,276.57,0.0,,High
18,2,Clouds,276.33,0.0,,High
19,2,Clear,275.74,0.0,,Medium
20,2,Clear,274.69,0.0,,Medium
21,2,Clear,273.32,0.0,,Medium
22,2,Clouds,272.26,0.0,,Medium
23,2,Clouds,271.41,0.0,,Medium
0,3,Clouds,270.92,0.0,,Low
1,3,Clouds,270.57,0.0,,Low
2,3,Clouds,270.18,0.0,,Low
3,3,Clouds,270.37,0.0,,Low
4,3,Clouds,269.74,0.0,,Low
5,3,Clouds,268.96,0.0,,Medium
6,3,Clouds,268.47,0.0,,High
7,3,Clouds,267.88,0.0,,High
8,3,Clear,267.57,0.0,,High
9,3,Clear,269.63,0.0,,High
10,3,Clear,272.28,0.0,,High
11,3,Clear,275.2,0.0,,High
12,3,Clear,276.78,0.0,,High
13,3,Clear,277.89,0.0,,High
14,3,Clear,278.24,0.0,,High
15,3,Clear,278.45,0.0,,High
16,3,Clear,278.34,0.0,,High
17,3,Clear,278.05,0.0,,High
18,3,Clear,277.68,0.0,,High
19,3,Clear,277.28,0.0,,Medium
20,3,Clear,275.79,0.0,,Medium
21,3,Clear,274.12,0.0,,Medium
22,3,Clear,272.46,0.0,,Medium
23,3,Clear,271.58,0.0,,Low
0,4,Clear,270.59,0.0,,Low
1,4,Clear,270.09,0.0,,Low
2,4,Clear,269.31,0.0,,Low
3,4,Clear,268.79,0.0,,Low
4,4,Clear,268.06,0.0,,Low
5,4,Clear,267.51,0.0,,Medium
6,4,Clear,267.12,0.0,,High
7,4,Clear,266.73,0.0,,High
8,4,Mist,267.16,0.0,,High
9,4,Clear,270.04,0.0,,High
10,4,Clouds,273.23,0.0,,High
11,4,Clouds,275.8,0.0,,High
12,4,Clouds,277.51,0.0,,High
13,4,Clouds,278.17,0.0,,High
14,4,Clouds,278.9,0.0,,High
15,4,Clear,279.43,0.0,,High
16,4,Clear,279.62,0.0,,High
17,4,Clouds,279.61,0.0,,High
18,4,Clear,279.36,0.0,,High
19,4,Clear,278.77,0.0,,Medium
20,4,Clear,277.27,0.0,,Medium
21,4,Clouds,275.6,0.0,,Medium
22,4,Clear,274.53,0.0,,Medium
23,4,Clear,273.63,0.0,,Low
0,5,Clear,273.08,0.0,,Low
1,5,Clear,272.43,0.0,,Low
2,5,Clear,271.87,0.0,,Low
3,5,Clear,271.65,0.0,,Low
4,5,Clouds,271.77,0.0,,Low
5,5,Clouds,272.28,0.0,,Low
6,5,Clouds,272.71,0.0,,Low
7,5,Clouds,272.78,0.0,,Low
